year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,"Fellow New Yorkers, Over the past four years, I've traveled to every corner of this state—listening to your stories, walking your neighborhoods, and learning what it really means to build a life here. Those conversations—with parents, workers, students, business owners, seniors—have shaped every decision I've made as Governor. They've also made one thing unmistakably clear: New Yorkers are resilient, ambitious, and deeply committed to this state. But too many families are still under real strain. The cost of living is high. The pace of change is relentless. And decisions being made far beyond our borders are increasingly shaping daily life here at home. That's why I've said from the beginning: Your family is my fight. And in this moment, when the future feels full of promise, but under real threat: your future is my fight as well. Together, we have taken a state emerging from crisis and powered a comeback that few believed was possible. We've driven down crime and strengthened public safety where New Yorkers feel it most. We've secured the most significant housing reforms in half a century, rebuilt long-neglected infrastructure, and made historic investments in clean energy, advanced manufacturing, and the technologies shaping the global economy. We've expanded child care, lowered costs for working families, protected access to health care, and defended fundamental rights when they came under attack. You can see the results across New York. Our streets are busier. Our businesses are growing. Long-stalled projects are moving forward. Confidence is back. New York isn't just recovering. New York is rising. But progress is not guaranteed. And it does not sustain itself. It has to be built on a foundation that's strong enough to last. That's why we've been careful and disciplined about how we invest. Thanks to a strong economy and responsible financial management, we're able to make historic investments in housing, infrastructure, and opportunity without raising taxes on working families or saddling the next generation with debt. We've strengthened our reserves, reduced long-term liabilities, and protected New York's fiscal health, so we can keep delivering for families today and decades from now. That strength matters—because the road ahead will test it. Today, New York faces serious headwinds. Reckless federal actions are pushing up costs, threatening jobs, and putting critical investments at risk. Efforts to divide, exclude, and roll back hard-won rights are testing the values that have long defined our state. And too many families are still asking the same fundamental question: Can we afford to build our future here? This book is our answer. The 2026 State of the State agenda is grounded in a simple belief: government should make life more affordable, keep people safe, and expand opportunity—not shrink it. It lays out a clear, actionable plan to meet the challenges families face today, while preparing New York for the road ahead. That starts with affordability—from a concrete roadmap for universal child care, to lowering energy bills, protecting consumers, and confronting the rising costs that hit working families hardest. It means continuing to invest in public safety with strategies that work—including targeted enforcement, cutting-edge technology, and a mental health system that treats people with dignity while keeping communities secure. It means building faster and smarter—whether we're talking about homes, infrastructure, clean energy, or the industries of the future—while respecting local communities and protecting our environment. And it means defending fundamental rights not just in words, but in law—ensuring access to healthcare, safeguarding trusted public health standards, strengthening food security, and standing firm against efforts that tear families and communities apart. At its core, this agenda reflects a choice about who we want to be. New York has never been a state that shrinks from big challenges. When we and the nation have been tested—from Saratoga to Seneca Falls, from Stonewall to Ground Zero—New Yorkers have stepped forward. We don't back down. We build, we fight—and we lead. The State of the State is not a wish list. It is a blueprint rooted in lived experience, shaped by hard lessons, and driven by a belief that our best days are still ahead. Because your family is my fight. And your future is my fight. Providing Universal Child Care",HCR,,funding/tax/benefit,yes,2026,executive_budget,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Launching 2-Care for New York City Families,,,other,yes,,mixed,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Reaching Universal 3K Access within New York City,,,other,yes,,mixed,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Continuing to Expand the Child Care Assistance Program for Families Statewide,,,program/policy,no,,mixed,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Piloting Innovative Community Care Models,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Helping Defray Child Care Costs by Overhauling the Child and Dependent Care Tax Credit,,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Launching the Office of Child Care and Early Education to Drive Universal Child Care,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Supporting Our Farmers' Families and Children,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Making It Easier to Provide Child Care,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Engaging with Employers as Partners,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.
